name,city,address,phone,website,domain,rating,reviews,category,email,facebook,instagram,linkedin,email2,phone2
Trattoria Bar Termini IL Braciere,"Catania, Italy","Piazza Carlo Alberto, 22, 95100 Catania CT, Italy",095 378 7806,,,4.6,244.0,trattoria,,,,,,
"Maccarruni - Osteria, pizzeria, wine bar","Catania, Italy","Via S. Giuseppe Al Duomo, 19, 95124 Catania CT, Italy",095 715 2294,,,4.5,399.0,osteria,,,,,,
Osteria Moderna,"Catania, Italy","Via Antonino di Sangiuliano, 207/209, 95131 Catania CT, Italy",347 863 2282,https://m.facebook.com/p/Osteria-Moderna-100076227400737/,m.facebook.com,4.4,145.0,osteria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"00076227400737, 0260493519783"
Antica Putia Odeon,"Catania, Italy","Via Teatro Greco, 42 Via Rotonda 2, Largo Odeon, 1, 95124 Catania CT, Italy",320 837 1070,https://www.localiconsigliati.it/azienda-2646-Sicilia-Catania-Catania-Bar-Osteria-Antica-Putia-Odeon.html,localiconsigliati.it,4.8,260.0,osteria,,,,,,
Osteria Bellini Catania,"Catania, Italy","Via Giuseppe De Felice, 14, 95129 Catania CT, Italy",351 314 4684,https://89511-osteria-bellini-it.sitebuilder-it.webapps.net/,89511-osteria-bellini-it.sitebuilder-it.webapps.net,4.8,387.0,osteria,osteriabellinict@gmail.com,,,,"osteriabellinict@gmail.com, contatto@esempio.it","04893784035, +39 987 6543211, 00000011"
Osteria Salsedine risto lounge bar,"Catania, Italy","Via Giuseppe De Felice, 14, 95129 Catania CT, Italy",095 220 2642,,,4.3,23.0,osteria,,,,,,
Buatta,"Catania, Italy","Via Crociferi, 42/42A, 95124 Catania CT, Italy",351 585 4397,http://www.buatta.it/,buatta.it,4.4,1914.0,osteria,nadavfeder@gmail.com,https://www.facebook.com/buattacatania/,https://www.instagram.com/buattacatania/,,nadavfeder@gmail.com,"0490-0491, 0160-0161, 03137207"
Sleto Pizzeria & Hamburger,"Catania, Italy","Piazza Turi Ferro, 5/6, 95124 Catania CT, Italy",340 305 6004,,,4.6,786.0,osteria,,,,,,
"Vermut - Salumeria, vineria, vermouth bar","Catania, Italy","Via Gemmellaro, 39, Via Gemmellaro, 35, 95131 Catania CT, Italy",347 600 1978,,,4.5,3124.0,osteria,,,,,,
Panda,"Catania, Italy","Via Gemmellaro, 27, 95131 Catania CT, Italy",095 097 8600,http://www.pandakoreano.com/,pandakoreano.com,4.7,2073.0,osteria,,https://www.facebook.com/pandakoreanocatania,https://www.instagram.com/pandakoreanocatania/,,,"038 326 225, 0673 1066, 0052587 789"
docalquadrato,"Catania, Italy","Via Gesualdo Clementi, 1, 95124 Catania CT, Italy",095 1694 5710,http://www.docalquadrato.it/,docalquadrato.it,4.5,869.0,osteria,info@docalquadrato.it,https://www.facebook.com/docalquadrato,https://www.instagram.com/docalquadrato/,,info@docalquadrato.it,"09454153943, +39 095 16945710, 08088181582958"
"Vineria Picasso | Ristorante, tipico siciliano, enoteca gastronomica","Catania, Italy","Via Antonino di Sangiuliano, 207, 95131 Catania CT, Italy",347 863 2282,,,4.4,138.0,osteria,,,,,,
L'Antica Pizzeria da Michele Catania,"Catania, Italy","Via Alessandro Manzoni, 80, 95124 Catania CT, Italy",095 704 9514,https://www.damichelecatania.it/,damichelecatania.it,4.7,5117.0,pizzeria,store.catania@assetfoodholding.com,,,,store.catania@assetfoodholding.com,"00664069436, 00664439612, 08018222"
Acido Lattico,"Catania, Italy","Via E. A. Pantano, 82, 95129 Catania CT, Italy",095 352 4955,http://acidolatticopizzeria.it/,acidolatticopizzeria.it,4.4,2788.0,pizzeria,,,,,,"0708018592, 025-11-18 20, 043311166"
Andrew's Ristorante Pizzeria,"Catania, Italy","Via S. Giovanni Li Cuti, 36/38, 95127 Catania CT, Italy",095 382642,http://www.andrewsfaro.com/,andrewsfaro.com,4.0,1698.0,pizzeria,faroluca@hotmail.it,https://www.facebook.com/ristorantepizzeriaandrewsfaro/?locale=it_IT,https://www.instagram.com/andrewsristorantepizzeria/,,faroluca@hotmail.it,"08 42 237 42, 05504286, 000000006"
Pizzeria San Luigi,"Catania, Italy","Via Palermo, 465, 95122 Catania CT, Italy",095 205213,,,4.4,58.0,pizzeria,,,,,,
Pizzeria That Pizza!,"Catania, Italy","Via Padova, 108/110, 95127 Catania CT, Italy",095 430343,http://www.chepizzact.com/,chepizzact.com,4.0,568.0,pizzeria,chepizza.ct@gmail.com,https://www.facebook.com/chepizzact,https://www.instagram.com/chepizzact/,,chepizza.ct@gmail.com,"0588235294, 058823529, 0095430343"
Sfizio Pizzeria Rusticheria Gelateria,"Catania, Italy","95121 Catania, Metropolitan city of Catania, Italy",,,,3.0,141.0,pizzeria,,,,,,
Eat Pizzeria,"Catania, Italy","Via Pietro Antonio Coppola, 49/51, 95131 Catania CT, Italy",095 310100,http://www.eatpizzeria.it/,eatpizzeria.it,4.5,2033.0,pizzeria,info@eatpizzeria.it,,,,info@eatpizzeria.it,"020052526585443, 000000006, 000000003"
Pizzeria Cuore di pizza Aci Castello,"Catania, Italy","Via Firenze, 99/a, 95021 Aci Castello CT, Italy",370 327 3314,,,4.6,120.0,pizzeria,,,,,,
Pizzeria Panineria Hamburgeria dai Briganti,"Catania, Italy","Piazza San Giovanni Bosco, 15, 95123 Catania CT, Italy",095 552250,https://m.facebook.com/p/Pizzeria-Panineria-Hamburgeria-Dai-Briganti-100066592667504/,m.facebook.com,4.6,1148.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"0260493519783, 00066592667504"
Squib Pizzeria,"Catania, Italy","Largo Paisiello, 9-12, 95124 Catania CT, Italy",095 312250,http://www.squibpizza.it/,squibpizza.it,4.3,2043.0,pizzeria,info@squibpizza.it,https://www.facebook.com/squibpizzeria/,https://www.instagram.com/squibpizzaandmore/,,info@squibpizza.it,"06730769231, 05485790876 -, 026-01-14 20"
Petrol Company Bar,"Catania, Italy","SP701, 95121 Catania CT, Italy",095 883 8035,https://www.trovato1929.it/,trovato1929.it,4.1,640.0,pizzeria,info@trovato1929.it,https://www.facebook.com/Trovato1929,https://www.instagram.com/trovato1929/,,info@trovato1929.it,"018888390, 085117813, 066142897345"
Sazi e Sani - Catania,"Catania, Italy","Via Sant'Euplio, 122, 95125 Catania CT, Italy",340 254 5000,https://saziesani.it/,saziesani.it,4.5,3163.0,pizzeria,,https://www.facebook.com/saziesani/,https://www.instagram.com/saziesani/,,saziesani@hotmail.com,"083303611, 0033409939, +39 340 254 50 00"
La Deliziosa - Gastronomia e Pizzeria d'Asporto Biscotti Artigianali Cookie Club🍪,"Catania, Italy","Via Motta Giuseppe, 103, 95037 San Giovanni la Punta CT, Italy",095 717 7087,,,4.4,143.0,pizzeria,,,,,,
Pizzeria Del centro,"Catania, Italy","Via Montesano, 11, 95131 Catania CT, Italy",347 843 0094,,,4.6,1179.0,pizzeria,,,,,,
Pizzeria Officina51,"Catania, Italy","Via Pietro Mascagni, 51, 95129 Catania CT, Italy",389 126 4676,http://www.officina51.it/,officina51.it,4.4,1457.0,pizzeria,info@officina51.it,https://www.facebook.com/Officina51Catania/,https://www.instagram.com/officina51catania/,,info@officina51.it,"098520926325207, 0461971867, 0462256476"
Pizzeria Deposito Bagagli - Pizzeria Catania Centro,"Catania, Italy","Piazzetta Sebastiano Addamo, 4, 95124 Catania CT, Italy",095 717 6548,https://pizzeriadepositobagagli.it/,pizzeriadepositobagagli.it,4.5,1389.0,pizzeria,depositobagaglicatania@gmail.com,https://www.facebook.com/pizzeriadepositobagaglicatania/,https://www.instagram.com/deposito_bagagli_pizzeria_72h/,,depositobagaglicatania@gmail.com,"03838479809744, 085585312473905, 075214153"
Napule' Pizzeria,"Catania, Italy","Via Mario Sangiorgi, 55, 95129 Catania CT, Italy",388 631 0237,https://napulepizzeria.com/,napulepizzeria.com,4.2,929.0,pizzeria,,,,,,
Sciara Pizzeria Vulcanica,"Catania, Italy","Vle Artale Alagona, 27, 95126 Catania CT, Italy",095 881 2834,http://www.pizzeriasciara.it/,pizzeriasciara.it,4.6,729.0,pizzeria,,https://www.facebook.com/Macys/,https://www.instagram.com/macys/,,,"00110-17108045-, 05263158, 05299-101"
Sette Più,"Catania, Italy","Via Sant'Euplio, 78, 95124 Catania CT, Italy",347 312 9660,https://www.grupposettepiu.it/,grupposettepiu.it,4.1,3852.0,pizzeria,nicolosi@grupposettepiu.it,,,,"catania@grupposettepiu.it, nicolosi@grupposettepiu.it","000203493-01-15, 000203493-01-11, 000203493 01"
Locanda Cerami,"Catania, Italy","Via Crociferi, 69, 95124 Catania CT, Italy",095 224 6782,https://www.locandaceramicatania.it/,locandaceramicatania.it,4.4,2058.0,pizzeria,69locandacerami@gmail.com,https://www.facebook.com/locandacerami,https://www.instagram.com/locanda_cerami/,,69locandacerami@gmail.com,"024-11-03 08, 00860264, 03930381287424"
Pizza&pasta,"Catania, Italy","Via Transito, 55, 95121 Catania CT, Italy",095 092 0266,,,4.8,1018.0,pizzeria,,,,,,
Ristorante Pizzeria Corte dei medici,"Catania, Italy","Via Umberto I, 105, 95129 Catania CT, Italy",095 250 0143,http://www.cortemedici.com/,cortemedici.com,4.3,1808.0,pizzeria,risto@cortemedici.com,https://www.facebook.com/lacortedeimedici/?locale=it_IT,https://www.instagram.com/cortedeimedici/?hl=it,,risto@cortemedici.com,"+39330748680, +390952500143, +39 330 748 680"
Ristorante Pizzeria Lachea,"Catania, Italy","Piazza Giovanni Verga, 1/2, 95021 Aci Castello CT, Italy",095 276833,,,4.1,1391.0,pizzeria,,,,,,
Pizzeria Cutelli,"Catania, Italy","Piazza Cutelli, 17, 95131 Catania CT, Italy",339 375 8290,https://www.facebook.com/PizzeriaCutelli/,facebook.com,4.7,428.0,pizzeria,,https://www.facebook.com/login,,,,"0465115731496-, 036335964, 056839232"
Pizzeria Ai Cessi,"Catania, Italy","Via Francesco Crispi, 23, 95021 Aci Castello CT, Italy",095 274106,https://www.aicessi.it/,aicessi.it,4.3,1762.0,pizzeria,,https://www.facebook.com/aicessipizzeriaconcucina/,https://www.instagram.com/aicessipizzeria/,,,"+39095274106, 095 274106, +393338561550"
Pizzeria Sant'Agata,"Catania, Italy","Via Principe Nicola, 114, 95126 Catania CT, Italy",095 216 6023,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://m.facebook.com/pizzeriasantagatacatania/&ved=2ahUKEwjprrms9aOHAxX2h_0HHcATAcQQFnoECDYQAQ&usg=AOvVaw04Qxf6WHkHb8V2pAk3ZlIh,google.com,4.4,275.0,pizzeria,,https://m.facebook.com/pizzeriasantagatacatania/,,,,
PIZZERIA PRIVITERA,"Catania, Italy","Via Principe Nicola, 27a, 95127 Catania CT, Italy",095 220 3145,https://m.facebook.com/p/Pizzeria-Privitera-100094906172562/,m.facebook.com,4.7,109.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"0260493519783, 00094906172562"
Ducale AV - Ristorante & Pizzeria,"Catania, Italy","Via Giuseppe Garibaldi, 540, 95045 Misterbianco CT, Italy",095 303913,,,4.4,468.0,pizzeria,,,,,,
Pizzeria Da Salvo di Guglielmino Salvatore,"Catania, Italy","Via Ferrara, 45, 95045 Misterbianco CT, Italy",095 477290,,,4.4,182.0,pizzeria,,,,,,
Gogo Pizzeria,"Catania, Italy","P.za dei Martiri, 29, 95131 Catania CT, Italy",095 768 9081,https://www.facebook.com/lapizzacasatua,facebook.com,4.6,453.0,pizzeria,,https://www.facebook.com/login,,,,"0499397616083-, 036335964, 056839232"
Pizzeria Andrea,"Catania, Italy","Via Plebiscito, 559, 95124 Catania CT, Italy",348 886 3180,,,4.6,82.0,pizzeria,,,,,,
Voglia di pizza,"Catania, Italy","Via Mario Sangiorgi, 15, 95129 Catania CT, Italy",095 746 3310,https://m.facebook.com/profile.php?id=100063453500819,m.facebook.com,4.8,211.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"0260493519783, 00063453500819"
Pizzeria TURY PIZZA,"Catania, Italy","P.za Calvario, 10, 95123 Catania CT, Italy",095 751 2726,https://www.facebook.com/profile.php?id=100082864405690,facebook.com,4.8,33.0,pizzeria,,https://www.facebook.com/people/Tury-Pizza/100082864405690/,,,,"036335964, 056839232, 075684469438"
Pizzeria Iraci da zio Robby,"Catania, Italy","Via Lago di Nicito, 51, 95124 Catania CT, Italy",351 582 8130,https://m.facebook.com/pizzeriairacidaziorobbycatania/,m.facebook.com,4.7,84.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,0260493519783
Pizzeria Lievitando,"Catania, Italy","Via Vincenzo Giuffrida, 133, 95128 Catania CT, Italy",095 704 7082,https://m.facebook.com/lievitandopizzeria/,m.facebook.com,4.4,102.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,0260493519783
Pizzeria F.lli Maria,"Catania, Italy","Via Vincenzo Giuffrida, 121/A, 95127 Catania CT, Italy",380 108 1303,https://m.facebook.com/fratellimariapizzeria/,m.facebook.com,4.6,157.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,0260493519783
Ciauru Pizzeria,"Catania, Italy","Piazza Indipendence, 8, 95045 Misterbianco CT, Italy",095 469 3290,https://myselforder.lasersoft.it/,myselforder.lasersoft.it,4.7,90.0,pizzeria,info@lasersoft.it,,,,info@lasersoft.it,
Masaniello - Tradizioni Napoletane - Ristorante Pizzeria Catania,"Catania, Italy","Via Pietro Antonio Coppola, 62, 95131 Catania CT, Italy",345 234 4019,https://www.masanielloristorantepizzeriacatania.it/Home,masanielloristorantepizzeriacatania.it,4.7,705.0,pizzeria,mario.rossi@mail.it,https://www.facebook.com/Masaniello.Tradizioni.Napoletane/?_rdr,https://www.instagram.com/marcoconcyaquilano?igsh=cnFrZHRidXN2d2Iy,,mario.rossi@mail.it,"085-0-69270300, 01515500, 077-0-00085000"
Pizzeria I Monelli,"Catania, Italy","Via Plebiscito, 602, 95124 Catania CT, Italy",349 682 0450,https://www.facebook.com/pizzeriaimonelli/,facebook.com,4.6,139.0,pizzeria,,https://www.facebook.com/login,,,,"09530573, 036335964, 056839232"
Pizzeria Lievito Madre,"Catania, Italy","Via Gabriele D'Annunzio, 80, 95128 Catania CT, Italy",095 093 1861,https://www.facebook.com/lievitomadrecatania/,facebook.com,4.4,223.0,pizzeria,,https://www.facebook.com/login,,,,"0563931918522, 09530573, 036335964"
PIZZERIA LA ROSA,"Catania, Italy","Piazza Lucia Mangano, 18, 95037 San Giovanni La Punta CT, Italy",339 889 2820,https://m.facebook.com/profile.php/?id=100063504401045&name=xhp_nt__fb__action__open_user,m.facebook.com,4.4,363.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"00063504401045, 0260493519783"
Il Solaio // Pizzeria e Cocktail Bar,"Catania, Italy","Via Crociferi, 44/46/48, 95100 Catania CT, Italy",095 316212,https://ilsolaio.com/,ilsolaio.com,4.3,325.0,pizzeria,,,,,,"08 187 708 17, 00 846 817 84, 00 288 817 28"
Pizzeria l'Azalea,"Catania, Italy","Via Etnea, 65, 95030 Tremestieri Etneo CT, Italy",349 639 6201,,,4.5,290.0,pizzeria,,,,,,
Pizzeria Gramsci,"Catania, Italy","Via Antonio Gramsci, 89 A, 95030 Gravina di Catania CT, Italy",095 725 2826,http://www.pizzeriagramsci.it/,pizzeriagramsci.it,4.2,100.0,pizzeria,,https://www.facebook.com/Pizzeria-Gramsci-1398560583791395,https://www.instagram.com/pizzeriagramsci/,,,"00390957252826, 0926532206516, 04015130877 -"
Pizza&Co.,"Catania, Italy","Via Pietro Novelli, 131/B, 95125 Catania CT, Italy",095 286 0317,,,4.5,167.0,pizzeria,,,,,,
Pizzeria Sale e Pepe,"Catania, Italy","Via Pier Luigi Deodato, 117, 95037 San Giovanni la Punta CT, Italy",376 166 2048,,,4.6,47.0,pizzeria,,,,,,
Pizzeria Bellini,"Catania, Italy","Via V. Bellini, 48/50, 95056 Sant'Agata li Battiati CT, Italy",095 725 7820,,,4.0,630.0,pizzeria,,,,,,
Rasoterra - Pizza Experience,"Catania, Italy","Via Cardinale Dusmet, 21, 95121 Catania CT, Italy",095 673 0015,http://rasoterrapizzeria.it/,rasoterrapizzeria.it,4.3,1147.0,pizzeria,,https://www.facebook.com/rasoterrapizzaeexperience,https://www.instagram.com/rasoterra_pizzaexperience/,,,"085396411578575, 01872327716654, 000000000000000"
Pizzeria Il Principe Di Sedici Carmelo & C. Sas,"Catania, Italy","Via Passo Gravina, 186, 95125 Catania CT, Italy",095 242515,,,3.9,154.0,pizzeria,,,,,,
Sicilia Bedda,"Catania, Italy","Via Giuseppe Garibaldi, 98, 95121 Catania CT, Italy",095 310898,https://www.pizzeriasiciliabedda.it/,pizzeriasiciliabedda.it,4.4,799.0,pizzeria,,https://www.facebook.com/Pizzeriabellanapolicatania,https://www.instagram.com/explore/locations/312351767/,,info@pizzeriabellanapolict.it,"040626905080135, 05401073170, 095310898"
Pizzeria Piccolo Forno,"Catania, Italy","Via Zia Lisa, 22, 95121 Catania CT, Italy",095 428 9722,https://m.facebook.com/p/Piccolo-Forno-N1-Stramondo-E-Bergamo-100050556023767/,m.facebook.com,4.7,413.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"0260493519783, 00050556023767"
Pizzeria Al Capriccio da Luca&Grazy,"Catania, Italy","Via Cesare Beccaria, 21, 95123 Catania CT, Italy",095 093 3589,http://www.pizzeriaalcapriccio.it/,pizzeriaalcapriccio.it,4.3,136.0,pizzeria,,,,,,
Pizzeria San Giorgio,"Catania, Italy","Stradale S. Giorgio, 176/A, 95121 Catania CT, Italy",327 109 5649,,,4.5,121.0,pizzeria,,,,,,
5 Panetti pizzeria da asporto,"Catania, Italy","Via Milano, 59, 95123 Catania CT, Italy",095 227 2699,http://5panetti.it/,5panetti.it,4.3,325.0,pizzeria,,https://www.facebook.com/5panetti/,https://www.instagram.com/5panetti/,,,"0952272699, 095 22 72 699"
Pizzeria Reale,"Catania, Italy","Via Plebiscito, 711, 95124 Catania CT, Italy",095 220 7360,https://social.quandoo.com/en/groups/pizzeria-reale-catania-108982,social.quandoo.com,4.5,119.0,pizzeria,,,,,,"00000080, 04280869, +390952207360"
Pizzeria Orygano Gourmet,"Catania, Italy","Via Novaluce, 4, 95030 Tremestieri Etneo CT, Italy",389 651 8343,https://cdn.qr-code-generator.com/account16305949/46248691_1.pdf?Expires=1742758511&Signature=Xv0ykq~apabnE5w-Q0iwCW0d0Hn0gbvhs6vX23tyEIJLKec1rkwNEYiyHTvwuo2Ns7XW7A3BZlEEW3ypwVAijESA-DeXopipXfsW1BHsgmw9RQW8ZrKqlPzXCj10FaOel4JKCTrhDh44-jBWKuMhPXmkQc2Yr2VmggyPmrFwG0lOnZe3-FbSOxm0LO-uykjuvYsSvIdfDFFgsCj6GrcBSx~R27jHlaZnNPQ1tCZagbUucxKbiZmMtOiiRgynlK6WiqQlrHw-G6wQhUXrOsCdPnHKiqiTcp9w6yoVHMcKkMX~eMjwWzHz0fHuu8fW-C4sxpCCBx7K-QYSh~DWFZ~l0A__&Key-Pair-Id=KKMPOJU8AYATR,cdn.qr-code-generator.com,4.4,181.0,pizzeria,,,,,,
Panificio Pasticceria Pizzeria S.Agata Di Simona Arancio,"Catania, Italy","Zona b, 176/178, 95121 Catania CT, Italy",095 202434,https://www.giniuspos.it/clienti/panificiosantagata/,giniuspos.it,4.4,196.0,pizzeria,,,,,info@ginius.it,"+393927876403, +39 095 2968296, +390952968296"
Pizzeria Prestige,"Catania, Italy","Via Lenin, 139, 95045 Misterbianco CT, Italy",095 473921,https://m.facebook.com/profile.php?id=100075988776598,m.facebook.com,4.0,244.0,pizzeria,,https://m.facebook.com/data/manifest/?is_workplace_mobile_pwa_dogfooding=0,,,,"00075988776598, 0260493519783"
Hostaria Sant'Aponal,"Venice, Italy","Calle del Scaleter, 1251, 30125 Venezia VE, Italy",329 341 4314,https://www.hostariasantaponal.com/,hostariasantaponal.com,4.7,5842.0,restaurant,info@hostariasantaponal.com,https://www.facebook.com/hostariaponal,,,info@hostariasantaponal.com,"+39 329 341431, 0014215556531, +393293414314"
Al Grill,"Venice, Italy","Per S. Marco, 1659B, 30124 Venezia VE, Italy",041 822 8534,https://www.algrillsteakhouse.com/,algrillsteakhouse.com,4.8,3556.0,restaurant,,https://www.facebook.com/AlGrillVenezia,https://www.instagram.com/algrillvenezia?igsh=b2kweHU4d3JnaWY4,,,"0490-0491, 0160-0161, 05447251"
Bacarandino Bistrot,"Venice, Italy","Salizada del Pignater, 3574, 30122 Venezia VE, Italy",327 445 2022,,,4.9,731.0,restaurant,,,,,,
Dal Moro's Venice | Fresh Pasta Restaurant,"Venice, Italy","Rugagiuffa, 4864, 30122 Venezia VE, Italy",041 847 1663,https://www.dalmoros.it/fresh-pasta-restaurant,dalmoros.it,4.8,6508.0,restaurant,,https://www.facebook.com/DalMorosFreshPastaToGo,https://www.instagram.com/dalmoros,https://www.linkedin.com/company/dal-moro,,"041 84 7 1663, +390418471663, 02240838"
Fusion Puppa,"Venice, Italy","Calle de la Testa, 6369, 30121 Venezia VE, Italy",041 575 5170,http://www.fusionpuppa.com/,fusionpuppa.com,4.7,439.0,restaurant,,,,,,"000000014901161, 007199254740991, 00799651"
Spicy Puppa,"Venice, Italy","C. del Manganer, 4518, 30121 Venezia VE, Italy",041 406 5732,http://www.spicypuppa.com/,spicypuppa.com,4.6,2265.0,restaurant,,,,,,"09112086, 0635868803, 0637251312"
Sora Al Ponte,"Venice, Italy","Campo de le Becarie, 1588, 30125 Venezia VE, Italy",041 847 3765,http://osteriasoraalponte.it/,osteriasoraalponte.it,4.5,1090.0,restaurant,soraalponte1@gmail.com,https://www.facebook.com/p/Osteria-Sora-Al-Ponte-100063593349327/,,,soraalponte1@gmail.com,"03072941, 014309397, 0418473765"
FLUFFY BRUNCH,"Venice, Italy","C. del Cappeller, 1586, 30125 Venezia VE, Italy",041 319 4163,http://www.fluffy-brunch.com/,fluffy-brunch.com,4.6,1752.0,restaurant,fluffybrunch@icloud.com,,https://www.instagram.com/fluffy_brunch/,,fluffybrunch@icloud.com,"08145-2-150, 08003-2-768, 08100-2-768"
La Porta d'Acqua,"Venice, Italy","Riva del Vin, 1097, 30125 Venezia VE, Italy",041 241 2124,http://www.laportadacqua.com/,laportadacqua.com,4.3,1524.0,restaurant,,,,,,
Rio Novo,"Venice, Italy","Fondamenta, Calle de Ca' Bernardo, 30135 Venezia VE, Italy",041 711007,https://rio-novo.shop/,rio-novo.shop,4.6,5484.0,restaurant,,,,,,
Punto De Oro | Restaurant and Lounge Bar,"Venice, Italy","Via Vendramin, 11, 30174 Venezia VE, Italy",327 349 4644,https://www.instagram.com/puntodeoro.restaurant,instagram.com,4.9,70.0,restaurant,,,,,,
Oficina Ormesini,"Venice, Italy","Cannaregio, 2689, 30135 Venezia VE, Italy",392 695 8346,https://www.oficinaormesini.com/,oficinaormesini.com,4.5,1638.0,restaurant,wine@oficinaormesini.com,https://www.facebook.com/,https://www.instagram.com/,,wine@oficinaormesini.com,"04850030273, +393926958346, +39 392 6958346"
La Lista Venezia,"Venice, Italy","Rio Terà Lista di Spagna, 225/A, 30121 Venezia VE, Italy",041 524 4098,https://www.lalistaristoranti.it/,lalistaristoranti.it,4.3,2880.0,restaurant,,https://www.facebook.com/lalistamestre,https://www.instagram.com/lalista_venezia_mestre/,,,"041 5244098, 03483390278, 025-08-13 10"
Osteria da Alex,"Venice, Italy","Salizada S. Canzian, 5560, 30121 Venezia VE, Italy",041 528 4780,,,4.3,1196.0,restaurant,,,,,,
Moro Restaurant Venice,"Venice, Italy","Per S. Marco, 2855, 30124 Venezia VE, Italy",041 097 4059,https://www.morovenezia.it/,morovenezia.it,4.7,83.0,restaurant,booking@morovenezia.it,https://www.facebook.com/profile.php?id=61568579671702,https://www.instagram.com/morovenice/,,booking@morovenezia.it,"03818810271, +39 041 0974059"
Trattoria Pizzeria da Sara,"Venice, Italy","Sestiere Dorsoduro, 3737/3818, 30123 Venezia VE, Italy",388 485 7686,https://trattoriadasara.com/,trattoriadasara.com,3.8,797.0,restaurant,mario.rossi@mail.com,,,,"mario.rossi@mail.com, info@trattoriadasara.com","00-200 200, 00000057, 006 80 252"
bArCollo,"Venice, Italy","Santa Croce, 191, 30135 Venezia VE, Italy",,,,4.1,668.0,restaurant,,,,,,
Queen restaurant,"Venice, Italy","Rio Terà de la Maddalena, 1978/1979, 30121 Venezia VE, Italy",041 243 1320,https://queen-venice-restaurant.eatbu.com/?lang=it,queen-venice-restaurant.eatbu.com,4.5,794.0,restaurant,queenvenicerestaurant@gmail.com,,,,queenvenicerestaurant@gmail.com,"025-03-27-1553, 01563 1 26, 00781 22 36 22"
Ristorante Rosa Rossa,"Venice, Italy","Calle de la Mandola, 3709, 30124 Venezia VE, Italy",041 523 4605,https://sites.google.com/view/ristoranterosarossa/,sites.google.com,4.3,2557.0,restaurant,storanterosarossa@gmail.com,,,,storanterosarossa@gmail.com,"02402679, 05302073, 04615603"
Restaurant Gheni,"Venice, Italy","Fondamenta Savorgnan, 535, 30121 Venezia VE, Italy",041 419 0020,https://ghenirestaurant.it/,ghenirestaurant.it,4.6,182.0,restaurant,ghenirestaurant@gmail.com,https://www.facebook.com/p/Gheni-Restaurant-100083323563332/,https://www.instagram.com/ghenirestaurant/,,"ghenirestaurant@gmail.com, restaurantgheni@gmail.com","097561 474, 08 136 248, +393888315312"
Panini e Vini da Babbo,"Venice, Italy","Sestiere Dorsoduro, 3059, 30123 Venezia VE, Italy",041 476 1340,https://www.paninievinidababbo.com/index-en.html,paninievinidababbo.com,4.6,1295.0,restaurant,info@paninievinidababbo.com,https://www.facebook.com/paninievinidababbo/,https://www.instagram.com/paninievinidababbo/,,info@paninievinidababbo.com,+39 041 241 2089
Trattoria DiGiorgio,"Venice, Italy","Fondamenta S. Lorenzo, 4987, 30122 Venezia VE, Italy",353 456 5308,https://www.trattoriaaigrecidagiorgio.it/,trattoriaaigrecidagiorgio.it,4.6,369.0,restaurant,,https://www.facebook.com/profile.php?id=61550904380339,https://www.instagram.com/trattoria.ai.greci.da.giorgio/,,,"04503890271, 052070523, 058070523"
Restaurant La caravella,"Venice, Italy","Calle Larga XXII Marzo, 2399, 30124 Venezia VE, Italy",041 520 8901,https://www.restaurantlacaravella.com/,restaurantlacaravella.com,4.6,1330.0,restaurant,info@restaurantlacaravella.com,https://www.facebook.com/lacaravellarestaurantvenice/,https://www.instagram.com/la_caravella1963/,,info@restaurantlacaravella.com,"+39 041 5207131, +39 041 5208901, 024083000"
Impronta Restaurant Venice,"Venice, Italy","Sestiere Dorsoduro, 3815, 30123 Venezia VE, Italy",041 275 0386,https://www.improntavenezia.com/,improntavenezia.com,4.8,4279.0,restaurant,improntavenezia@gmail.com,,https://www.instagram.com/improntavenezia,,improntavenezia@gmail.com,"+39-041-275-0386, +390412750386, +39 041 275 0386"
Beccafico Guna Restaurant,"Venice, Italy","Campo Santo Stefano, 2801, 30124 Venezia VE, Italy",041 527 4879,http://gunarestaurant.it/,gunarestaurant.it,4.6,2972.0,restaurant,info@gunarestaurant.it,https://www.facebook.com/Guna-Restaurant-103632471939578,https://www.instagram.com/guna.restaurant/?hl=it,,"info@gunarestaurant.it, sala@gunarestaurant.it","+390415274879, 025-11-21 12, 041 527 4879"
